session_id,user_id,session_start_timestamp,booking_timestamp,time_to_booking
vzBxxxIH9gOwGclW,x5m0F6jEZ74Pamuz,28:18.1,null,
PU2bFC7MIpUmqlP6,x5m0F6jEZ74Pamuz,47:01.4,null,
Hqhy8GQYYN68JyFF,x5m0F6jEZ74Pamuz,29:17.4,null,
dcKQUHy9yYCgN9JU,53p301ue8AN3eMgK,30:34.3,null,
UadtjWNjMKEvvzqq,53p301ue8AN3eMgK,43:08.1,null,
qle4uvlP1hQi0Pxy,53p301ue8AN3eMgK,45:23.4,null,
7i94uQp8EnVbF2t8,gJ3sxtAfhx4vkvHI,33:54.2,47:55.6,14.02388822
QXdfioyM1f43UzUc,gJ3sxtAfhx4vkvHI,37:51.6,59:40.3,21.8130434
WmiugWBADPW09B0c,gJ3sxtAfhx4vkvHI,46:23.4,null,
AH1HbIxJSLL2LVyG,GswUQnbThICYpxfK,17:48.9,null,
zt3txOWingFFtLSY,vBOuCiE7JCXitReX,15:42.5,null,
OTHCmh3jgdTML86Q,9wPcXLYkmkgHSP1x,30:28.1,42:07.0,11.64888149
biKkMYHjaYptMJHj,9wPcXLYkmkgHSP1x,00:02.7,null,
SZlsEYSBDJu1BItM,wegH7UHZilma7mdK,43:20.3,null,
iOeNml8JdvYoprGX,wegH7UHZilma7mdK,44:53.5,null,
zaiHPGHCZaxIUbtN,wegH7UHZilma7mdK,21:12.0,null,
36FDkwfc2kWFWu0B,BYdoj7tRpJRywx5L,43:05.6,null,
g367nE6kP2xyPP2g,BYdoj7tRpJRywx5L,51:49.1,null,
gwlwqHUAm9xVn6eK,BYdoj7tRpJRywx5L,15:28.7,null,
Q4iMt5Qydh1otPkB,0UT1W1YYkaa9gpYF,41:35.3,null,
h1uQ9bgjHBfCMqgw,0pXsesJlmICOUenQ,14:47.0,29:16.8,14.49690326
KdPLCZFvV1RGLGAs,drx1LK2ehRnU0ZxQ,11:15.5,null,
Ra7e0B0JW6ffltQg,drx1LK2ehRnU0ZxQ,40:19.2,null,
vERlTQ8YKxFOTi1J,1URyia9YA9SZlMap,20:46.3,null,
1gVApYJshFvCihOJ,1URyia9YA9SZlMap,13:12.8,null,
gWkUqQjiELSmfRRO,1URyia9YA9SZlMap,17:23.3,27:00.4,9.619016439
6425TDjK9R1lH0oL,ELl75G9E27ekZkNi,14:41.8,null,
1k7ksRbbHCgWjeQT,mtzXG56PCIseKeve,08:06.3,23:26.8,15.34258681
1Re9SStlY6vIDTOu,ep118ZlAFyHY7SSy,02:17.8,null,
bZ6vNJksFKEleS15,1gOz03BMXdX1D8JL,49:19.3,null,
295HDc1LXEt7Wl0F,1gOz03BMXdX1D8JL,54:26.2,null,
5OwqY5FO5ndudsnh,1gOz03BMXdX1D8JL,43:58.6,null,
JaCxN1wCMnpbpcQh,null,16:21.9,null,
h7eWV7FfrHgnbk8z,Pgs9pOmMDnw9lvge,48:03.1,null,
VPTGtnbyC7aVZFPZ,Pgs9pOmMDnw9lvge,11:42.9,null,
hWpr2OAgOs0dT9pj,Pgs9pOmMDnw9lvge,37:52.0,null,
aKVXcwHsNu0JQ8sp,2bkYxCFtQIdOCBsK,38:05.1,null,
tcoPxjs9FnLiaxyp,CMDWfvSvtWpKst8M,52:05.8,null,
6Db8ABH4YBXXUnL6,XkFKjdCfbdzwo73q,06:45.3,null,
dEnCSbXyH8d5xQo2,XkFKjdCfbdzwo73q,47:29.6,null,
fVP5isoCL2dCdjRM,XkFKjdCfbdzwo73q,01:18.7,null,
QTJ2HcKaDAmnhDbz,Jart9TR0IwMklpka,21:08.6,null,
AhIZoh7VDnnmAuu6,4sY90paq4iwo2g3r,53:33.8,null,
sOHbBdx8SrSAx9fa,4sY90paq4iwo2g3r,42:27.3,null,
kdyjOOPHLX1LRDOG,Ycv9fB0NbXPbKyjU,07:07.2,null,
iqBKl6Xmg5fkeuhh,jOK58JTOFqCFvLI9,25:17.0,null,
rgk1JhhC7pA5bMkW,jOK58JTOFqCFvLI9,38:21.5,null,
2B9LVIBzAGlxRFlv,jOK58JTOFqCFvLI9,34:24.5,null,
JNuEzfCiLoPRBvY8,QJmuynQ43CxALttm,43:10.1,null,
ZDg2SSC1n8DUqTCF,7KIHYRtTNucBb1Gf,15:08.3,29:41.3,14.55000998
Z5LsxEqt1ffqCkBs,null,41:05.0,null,
AyOvtTOAkJvTLGcY,null,50:32.7,null,
48Bor5rt57xnLaOW,utmG4bV9zwJcyUl4,07:20.7,null,
AuJ2MGZ7AxSJRaoQ,eZ8ZoIFy20TB16cL,57:51.2,null,
EHt2TI7aGfNVPzNV,eZ8ZoIFy20TB16cL,57:46.3,09:53.1,12.11317762
YsRm0nT1cUxOw10w,Kgr5o8A8OFCnNcr5,34:51.8,null,
DeYXn0fbZhf22Zqq,TgbGhhaNBdNC5Ufh,10:41.9,null,
zExd3tyzaKc6sZyZ,TgbGhhaNBdNC5Ufh,48:59.1,56:19.9,7.346526609
NZfQuSZVItwvCRmN,peH5grk4alQg2fuY,39:27.9,null,
YdeTLFNhrLEr7qEA,SY8PLsENzF3H3jq9,34:18.2,null,
MDQZiDJqZgpAnzgu,SY8PLsENzF3H3jq9,29:29.4,null,
8hD5e4R0KVnAC5Cx,pHL77aTYRfOd1gfb,19:17.4,null,
ETNqZkXs1QC2NhN4,9DigI3a2D4DhLRUl,38:06.8,null,
OYQurgrf10emwkaq,9DigI3a2D4DhLRUl,41:46.1,null,
SvNzQKDrdjvb6NjD,bb8eKLrVbMfbfguT,28:29.2,null,
DVjKlskxaDBl9hXb,jzQvGUSST5UllJiQ,51:56.7,null,
wxtg4MJrsQG83rYh,mjRpJUwmjt1NuMXD,37:54.2,null,
ZQm8e3AnHOWqy4t2,null,04:09.5,null,
oWo0ToWrDqC8OujE,GlxHn2StSmFtvpIt,15:22.0,null,
UhoNmuSOfA35lsKa,Ghcdxts71aEbOIpf,19:28.0,null,
OPH2PTZCPCFsSXXl,Ghcdxts71aEbOIpf,48:58.5,null,
6EPfTGfbOw5aIzpI,Ghcdxts71aEbOIpf,41:06.8,null,
QuguzJJjkvDoLfpf,95l31t52RLxbO9qu,47:03.9,null,
290XQBW6ffSMs8Qx,L6C0KuWbgdN6pWTG,47:06.2,null,
dmzF8Ae3sLck5EAO,L6C0KuWbgdN6pWTG,24:34.4,null,
tBgqjJIaTljqS1bx,L6C0KuWbgdN6pWTG,42:13.5,null,
9cECevxHbNNGn49g,rosBoHOZkyqtgmGu,08:49.9,null,
1Uvvpwr8HkfCx0VE,rosBoHOZkyqtgmGu,41:54.6,48:35.8,6.687078894
GiqyQO8i9v4wfPVM,3zhfs29nJugFfnNv,42:32.8,null,
FMmw1Lz0qUphD3PN,null,58:45.0,null,
25l1XOdDW0cjzZ6p,3zhfs29nJugFfnNv,58:04.2,null,
8bp8Tt55PvUBuUvJ,ddKi0Tcsm4I5CTLb,51:25.6,07:29.7,16.06757516
wNfMdJFrClhvUSMp,ddKi0Tcsm4I5CTLb,02:52.7,null,
tPMyoLBqZTPNbZBx,sw5Rgp5sPKqlj3T9,14:34.8,null,
fvYELyIKpBwSgsjI,sw5Rgp5sPKqlj3T9,22:58.4,null,
RzFBMHZ7f5nnDa8Y,sw5Rgp5sPKqlj3T9,01:17.0,null,
4ojcNealyTb7gPbe,1SJOiSymTWjsAscz,16:35.3,29:25.5,12.83755597
KMj1hvI6PqMj0Zlt,1SJOiSymTWjsAscz,46:54.3,null,
QpnOETBoOGgzX44c,tFCZJatCjG5QlvoF,54:01.1,null,
kKZzjrtYM2xqe4sB,TnEzHEjhoxSYQ0aA,15:28.8,null,
0aZNsP7IH7o51Cn8,KcsCV5jcuqjPI2JI,59:31.5,13:19.1,13.79380306
L4ocxbTDt1pKNVHG,KcsCV5jcuqjPI2JI,21:21.9,null,
EdVa9TvBToxTJSqx,4BHlUWB2aBzYUPqD,13:44.4,null,
B1HrYPfrcjNPCAiW,4BHlUWB2aBzYUPqD,56:20.3,null,
w5KTuCl8Lygyz6n8,X6opcS1R7ufMiAJ6,20:48.0,null,
M5qBaJoKk0z7PBLk,null,18:59.7,null,
PmAsvV6prfT60h4j,9pWchmxKHhohdhxn,28:25.6,null,
4G6fmjWrYqbJz19w,zValaIT8Ig2Y8eiq,57:57.0,null,
1kQDAyJp0HDPVbIv,WLurhnbxat0XWy4z,13:49.4,null,
8xGdQCHV48CpC3bl,WLurhnbxat0XWy4z,26:47.3,null,
Eo6VNxMLYGRPFoog,WLurhnbxat0XWy4z,05:37.5,23:48.7,18.18728255
YTyYri5PYdAs3nbN,null,37:51.4,null,
guK68wGFq5EVC4Fi,jxN9CkwtBvxABGOe,45:36.6,null,
ptIW460jZwcNhkjm,null,13:22.1,null,
qRklSpNiS0JYjQo1,tppXVxzDSk4Ikape,51:47.9,null,
eqvWj8oaTvZKjO4a,dP2Rcg1RWHBKFkLr,36:06.2,49:35.3,13.48506049
rcpnbUxiyGFoSFTO,null,51:18.0,null,
veQasC1MS9Bf61eX,CHcFIyCrLT6CaljY,36:18.0,null,
zA8WWeZ8icmJe2c0,CHcFIyCrLT6CaljY,32:51.3,41:15.3,8.399604876
WtjERZbtWWByMNNg,CHcFIyCrLT6CaljY,40:58.6,null,
4xyuCIHSRu29IuVc,MQ181xvnXb0I9K9V,06:01.2,null,
e35cmPlltTaU3fvD,eeGlD0Ad8AQRG76w,33:36.0,45:32.9,11.94718129
bcA8wKZs9ZZlZHU4,eeGlD0Ad8AQRG76w,18:21.8,null,
APnoRO6GO0K8S5Ej,loHqNcQnlOpncSi0,29:53.3,42:58.5,13.08612286
e4QBWMs9cepnoEwz,loHqNcQnlOpncSi0,41:48.2,null,
21xrpfryEwdGiPQT,Di3cZQqhi0DTTtdz,29:24.3,null,
6vnLsDIYqk4DhES1,Di3cZQqhi0DTTtdz,47:29.7,null,
f5T4iP86CSO9Bivk,d9BRiBCvgNcRQzrV,45:27.0,59:03.9,13.6149714
sm5oV78eqw8bhLFq,vPW8MIDNtjUvqhNU,28:09.7,null,
JzjHSnDX54741Tmm,cWn65pytjsO9aCoV,16:46.7,26:06.2,9.325289444
E0DmPXJI7Ty9Lnp6,3RNPf4ziespiAHNz,52:34.9,03:45.3,11.17376344
eUTMGinC9WDP4Riw,IS0Y3Pp9hGUM3oir,06:54.7,null,
Pe5KuOKfR1dJM1HV,azcEXNUyWod84IOm,17:28.9,null,
xSZIYwZi9gVY8wg3,azcEXNUyWod84IOm,29:37.6,null,
SotdqdFB6HeL5ad3,azcEXNUyWod84IOm,40:31.0,null,
Bf48Zap0Cb2WYqrB,Gvq8AtUAcUhoc2CC,49:25.8,null,
KGbWOxyVyx1XEOl8,GG5OfDioafzbOSZz,27:57.3,null,
4L3MOuCZ6y8QDmMd,GG5OfDioafzbOSZz,15:03.3,25:45.3,10.69940568
4MrBp3jDT6kANdYO,GG5OfDioafzbOSZz,42:07.8,null,
8s8BdVF7ldMjhrXy,iVPf8LELWOMn2gI7,41:08.2,null,
AQhqw6Vn26aZOm88,iVPf8LELWOMn2gI7,08:32.7,null,
G6l3819tW4fTFuvo,psuLV6tBBBcWHfvh,50:39.2,null,
vIX7rWasvODQQSQ0,ZddxoW3MR97sAo0L,08:41.3,null,
MXdg26O8JM6ZGei5,ZddxoW3MR97sAo0L,08:59.4,null,
UZ4vDVyREpi221wk,ZddxoW3MR97sAo0L,17:37.9,null,
lQqaCCWsmvL3QtOU,jYBscMET0btY1Jfz,08:12.9,null,
vGBJns4cpNfFstSP,boa4ES67caGEQp9W,03:16.1,null,
V6mTsU47hSzOhBmr,puRGD5tZcri7JSDx,00:38.9,null,
LyOCRzinjYdD7kqk,J3LT9vQOoB0JU64K,42:23.1,null,
dK80XawWc8LTsasw,J3LT9vQOoB0JU64K,10:08.3,null,
EZCuwZXggqH7Fkzb,J3LT9vQOoB0JU64K,21:44.7,35:06.5,13.36305726
UMs0L7TgBeGhTO4i,g5hcoWQC5vWx8cS9,01:50.9,null,
ZBavVigjzuz0T7Pb,8h8GDXA2RKze4Bju,00:33.6,null,
KRzUb0jle8wyRYZo,8h8GDXA2RKze4Bju,33:14.8,null,
lUyGv22dauGAUwtu,8h8GDXA2RKze4Bju,52:40.6,15:39.4,22.97933072
DlzKmOm2axWKxZ5I,null,29:41.1,null,
tuxYyJcFJmVHK1fN,T8OFqlaHiLwaxIhS,00:21.2,07:54.3,7.551310287
uQsiQ4G4uUN35f5b,T8OFqlaHiLwaxIhS,24:51.9,null,
fAVJ3XPz0qzLB8YD,RdLrM8Z7vuV15j33,08:25.2,null,
d5C9aF3IO2mivoHR,null,31:09.6,null,
GFR0F7Vl4YcM4oTc,VOaRHrUSBvObdtTs,56:52.7,null,
qpl18VfoQTCh7deX,G9DUajkyrAQ7rjNr,29:10.9,null,
dntTQCDMlLUoAjmu,FbHdud5oEzbTuV0D,24:41.7,null,
faP3zpkVrttK5sZS,gJLJJQTXT4nuHZQS,06:50.1,null,
kmWPwyjWsevn0D2c,gJLJJQTXT4nuHZQS,06:39.5,null,
KKyspmPif9nGk7Vu,sdboDgscBQA4VEUE,14:17.8,null,
5KUV3DGXRtCGxrQ3,sdboDgscBQA4VEUE,02:51.8,null,
Ci5gmm5AwjGSbmEQ,vgCuO2jK9h5EZXMf,53:33.8,null,
pSpRLPYRQOgVgETB,U3YZUybVXfbimfPC,26:38.4,null,
iKpwaVCvhTDu3LHp,U3YZUybVXfbimfPC,32:16.7,null,
3eZY96JyLmp0mdOu,fK5pdWismeqWchKZ,52:56.9,null,
zXV0oeDB5N5KrdNl,fK5pdWismeqWchKZ,03:15.5,null,
xVffOvaZHzeYtovU,fK5pdWismeqWchKZ,39:55.4,null,
uGrh8y4jAfhlVWzL,aVNba7uux2uOnoms,21:49.6,null,
cCfJSHvOrzNXIJUd,aVNba7uux2uOnoms,35:39.6,53:14.0,17.57261063
2iMUaUx42duY1Wt7,HK1AMVsgs5n50mmb,39:46.8,47:28.3,7.691565851
pIeYj7oYK2ypFGXH,Isv3Tt52P2QHQo9K,42:43.9,null,
VdFkfVKuwlYyUJOv,ZYjkf7fIGBVGR2hC,03:46.7,08:20.5,4.563509693
uvZpbq6BCy1MaWpd,xppbs8knFLGiNxZE,50:21.6,null,
FZGd36yQ7rXA5hIF,WS2ieKAp5RX2nZye,50:57.1,null,
hfSTcN9fHPHjAn6j,Kp88tbmvtIKdHtja,17:48.3,null,
mssfNK1jTX414Hou,D7lcoPxAUUaTH4nC,35:36.5,null,
VdBwB6umEaIwWZo2,u74AvkKssg8l1ZXi,23:07.7,null,
v2PsPYOeijCU3aml,u74AvkKssg8l1ZXi,53:55.1,null,
ilNBdGK0wXCoKXyz,qh2XamSgc9sXaZwA,44:48.9,null,
6rcCaL8v8SuBZjOW,qh2XamSgc9sXaZwA,13:30.5,null,
T75flEsVKw03UNtr,qh2XamSgc9sXaZwA,19:07.7,null,
8dfU2EeOHVwlrMTB,null,31:49.4,39:36.6,7.787824097
CgbalvOvUMzYMm5X,ElOzYClQ0ZyS0qEZ,50:26.1,null,
8aJJaZEFq4wspFN7,urFNCaJJvB3wj6hP,19:50.1,38:48.1,18.96624425
JvKk6PyoKxjDH28C,B6HmwDsRYxv2GL5B,25:28.8,null,
a3sjG6Cy2RwPJJf2,kpAhY5INyx9flAV4,56:15.5,null,
k6fvRnkjmDdna7I6,kpAhY5INyx9flAV4,00:37.6,null,
YbM634tYblVqEVuz,kpAhY5INyx9flAV4,11:51.2,25:17.6,13.44029786
Vx1cy9hdd4cN3hv4,CupZh3Yrb1sbBzOK,38:39.4,null,
l7IOFxFCtsUTERR5,CupZh3Yrb1sbBzOK,58:45.3,null,
YJjgeZNKB0Mn4rjZ,CupZh3Yrb1sbBzOK,26:55.6,null,
aYxYCVVjtn8CLDsr,hZcrecgSMsYEuJjP,13:32.0,null,
emZaJgLn18KoORcD,FIaQeltczx3pStit,28:43.2,46:31.3,17.80120208
8IiX0tdAqWYhT7E4,Hb0mtzMp0JoOQnb4,23:22.9,null,
efrs9hG8H0zr8k1D,Hb0mtzMp0JoOQnb4,16:31.2,null,
EpGl2Lp5D7A9rh4C,MaTXEe1YCV5lwwon,52:46.9,null,
aO6t3PGEzITn8vHp,0R7fe7dQgbUnBiCx,49:26.4,null,
RNmTbI4AJtjABPSx,IrkE9WWZgEHV0nzU,18:34.1,null,
MT9vAS3pZRdnrz6r,IrkE9WWZgEHV0nzU,59:56.3,null,
ch3dFAMkPikzkIyv,IrkE9WWZgEHV0nzU,24:45.3,null,
hQqIXiWDgBAN0Wzw,wvtzT5Rc9ojIm0he,05:28.8,36:57.2,31.47362575
jHOhRJAyyrHCrYCi,VhvVHeyEmPV2jfsF,06:42.7,null,
nA5W7Ko9S2RlOALa,null,17:04.4,null,
ub4Yy7DM45fTlFeH,DjFFU9ZxfzFmUuS7,29:42.8,null,
z80bX9XVSo8WD1aj,DjFFU9ZxfzFmUuS7,57:05.9,null,
YSsvNtfR7ATKMDpK,M7cD79C3YMaCykth,59:13.8,null,
e4cvIJVoUYZLUOdC,QbndDGH4f1ulMzzV,58:53.5,null,
QC2gdFXb2MDbW2Tq,jVCTEqgCMy7RzkcW,05:51.5,null,
odubOYv0fLmpM6G4,jVCTEqgCMy7RzkcW,01:54.6,null,
QzGvHqi3w5zczzsL,jVCTEqgCMy7RzkcW,53:31.2,null,
5HQRI9gv3vwNxfWI,rgAJqgyNTwSH2vD4,08:14.3,null,
oKiBjRkllbX3nWNY,null,44:15.2,null,
6A0lvfCSs9Lj5OzQ,k3OFnV1krqldQBlh,56:50.5,null,
71tJyeQz8ASQMsCK,XESPITfrHy5zoNeK,32:11.7,null,
Vg29DTkbk0piPUcX,GFbWSqE0tG5VyR6W,09:33.2,null,
DoEmAYxlbProDGK8,GFbWSqE0tG5VyR6W,02:49.2,25:12.9,22.39522778
O2o8ylSohnbN7Fg3,GFbWSqE0tG5VyR6W,40:10.9,null,
ndBzwmvdP20ZEkWD,CMiuS0GCxbs0QUpK,58:54.1,null,
zujpzQZv42x1jl3Q,cvs4zFps0TIOITDg,39:34.0,null,
UnIAAPcq9OfEoZnh,ufsktkQq82k8kvJ5,21:54.5,null,
zRGjZRLnXvxVxhWg,ufsktkQq82k8kvJ5,40:43.4,null,
Ck1zv8DmrxwfvGeT,ufsktkQq82k8kvJ5,35:12.3,null,
9UeAVEQixfiqbUmD,zBamyKUqi87uCoUu,43:01.4,null,
hTQnQGWNOooqhOKl,0ctIX0zZPGJYzRYz,49:58.0,null,
e0E6jT3RusiBGPYv,ak32Ofo3mtRJn7qL,49:24.9,null,
Jyb9TPRJZmvNJmoJ,ak32Ofo3mtRJn7qL,34:44.0,null,
WBLNVsr5JqYx2aSk,UKagZ8Wtha9j7hc5,24:55.3,40:54.1,15.9793154
PRElkWUnU1adM5Ke,UKagZ8Wtha9j7hc5,40:47.3,null,
6HbYQB9KdRvigHnE,UKagZ8Wtha9j7hc5,14:29.9,null,
OQJap255Se9hJDVp,k50m5EIzQRqhRDID,59:31.7,null,
50itn15Kef7HzQXN,e1FvBZm82QF08d4y,40:49.4,null,
W0smq4XdLTNlm1FU,mIefBiMXfjZJzca1,44:46.3,null,
DG23HBrj8S2jktfF,mIefBiMXfjZJzca1,46:26.8,null,
MCUad6pPbB9CWAEc,null,02:16.1,null,
sPZaDbM83tFez3Gw,zLTKVlLXHc14qaT9,03:23.8,24:33.1,21.15470411
xMUYkWeQwzy51LtW,CFoGU30oKBjNySgS,07:03.0,null,
7Knnl2ZsF5rJ0WDj,CFoGU30oKBjNySgS,34:42.9,null,
qOvZF0ZXj0DPM4y0,CFoGU30oKBjNySgS,59:57.4,null,
EytIFVp99v6MoyOB,cdA3EIT2fcuQoNrv,05:00.1,28:55.3,23.92065195
FuEsvpk67a38Y49Z,cdA3EIT2fcuQoNrv,13:54.8,null,
bV3nSZ6pR1dm2hvg,83hNZMifUK5p4CX7,48:15.5,null,
rwYdRDUakpaqUW9B,83hNZMifUK5p4CX7,24:17.9,41:31.5,17.22705595
6zhsQOlAsE8O0lPN,83hNZMifUK5p4CX7,58:30.1,null,
NXEeHVIPDqbokW58,null,54:00.7,10:13.8,16.21749263
95j3mhoSjOSIdxe8,ET1Ma8Jfoufbw2NS,24:13.0,null,
bwZUItnSHNZsQ4Mj,DXz7QxKxCs6ae0SB,58:32.6,null,
xaZ1BgUYo9VHVe6T,null,13:20.4,null,
1NFinRX3Z5kzubuB,null,55:35.6,06:22.1,10.7745755
gnXM3F8dAprGob7o,NnX7tfa6zfrfLLY2,58:00.4,null,
DvG9HqgtTqAuBbEp,HbDjjVdC9i7OheGu,12:14.2,null,
dI5KA9zhmg6OL153,HbDjjVdC9i7OheGu,45:36.2,58:59.9,13.39430074
fsERfuYppDzztpV5,HbDjjVdC9i7OheGu,26:24.4,39:51.5,13.45087759
WKHSuzkKYn6lFP4V,eUDtqeZQiEh7cQoX,11:47.4,null,
uCUvHx5xioN9beTZ,rWRnXhrwu5Fcv8uN,32:36.9,null,
Qm4rei0NKdIC8nbO,rWRnXhrwu5Fcv8uN,17:32.7,null,
v0FWBp9iGv6GTzgS,rWRnXhrwu5Fcv8uN,05:12.9,null,
dLL0tNnlIIv3zWg7,null,53:21.9,null,
SRpq1UYS3CU2M3ck,XW34IKzIh6j2DNnz,02:04.6,null,
kXng73GxZPStJXet,XW34IKzIh6j2DNnz,31:48.6,null,
ZEja84Bo8vujKmji,Z5VujOUeswzviiRP,34:47.8,null,
cvUzQesAPm4vGhJP,FgZ6IDyWjnUGngBI,16:29.0,null,
1m323n0wnXjO8fFv,iWl9a3Vu1F7Py6yl,13:57.8,null,
F5cSkAEVPuj6kiro,wCpUpnR8wYyrOyvi,48:00.1,null,
az8FvBoIyqacE4sx,iKdUyCpvIlmy2hrj,17:47.4,null,
EEL2uoqR6klausMS,iKdUyCpvIlmy2hrj,22:27.4,null,
kO5rbqUtMnq6BFZ7,wpb90N8jV6vk9VTK,25:47.6,null,
tGehNCDVV5WDFk1D,null,46:29.8,null,
ZcJguOK584pEMEja,sdyuF5mkvzFrCqkS,20:11.0,31:04.4,10.89062936
TD9EEq9hGHoizBmG,TJGE0rnDllRnC3e2,55:29.5,null,
UulDNdEkwTXA2xmW,null,20:07.8,null,
FbflGPly96I8XMx0,bhr2XTumabaN0CY6,12:03.7,22:16.5,10.2136007
NuRpPelnp8wBOENc,mGdBwUG6cVQuzlb9,47:51.2,null,
GXoE6xsuAQ20KIx5,HT2cEmaRWkHBXJBo,18:15.0,32:45.5,14.50900267
cVfFERma6UoBmMOT,null,27:35.6,44:25.2,16.82668228
eMvBGwOEch69YaEI,null,57:58.8,null,
Dq4Lr8cSsJ4sG6CR,5piChk4mwWrwQRIT,35:40.3,null,
azSoY94KbUpDHES0,5piChk4mwWrwQRIT,58:04.1,null,
neTZpxGl0HTThW5e,VEfFXid1O6hCLQJI,26:15.6,null,
E7zfKUb7ekgV0G1B,null,50:24.0,00:55.3,10.52106538
nt7gC5klItIG1Ufm,sPLwMpuZIMMVbDSO,45:12.6,null,
WvlKEUfekhFtcDwR,ZmvlveIZOWzaGGit,39:50.3,null,
ht7ZC4ZVqVQdJuqp,ZmvlveIZOWzaGGit,32:32.5,null,
EGW7DEYndDqbtLZa,OGMzIBmc4Vker084,22:34.0,null,
4CaFM2mcLEYpbJiF,mHwHu7qibZOkmtcf,40:40.8,null,
uXcBPec3lpTnIR75,eRG4pPDJogCSpN3l,34:17.7,null,
Pqh8IMlq6jGmKvJ0,eRG4pPDJogCSpN3l,58:42.5,null,
s2cY1cSROFzs7uLm,jWY0Ax5V5HObpOVn,23:30.0,null,
mXSKilC34x5rRlFc,jWY0Ax5V5HObpOVn,04:11.6,null,
l8H89zzN41hTjBDz,jWY0Ax5V5HObpOVn,27:11.1,null,
wM8rRbEgsCeKBY80,JyJ8eNTlyYRoJjUv,35:20.0,null,
TIHbF8DHbV8gT4q1,null,00:16.2,null,
z2Nmbq5dEQUzikLM,Nn4CNihUssBaAVYa,27:46.8,null,
m2QdtqJRdRUwm5pK,u4oVfyQx65hiUNCK,00:45.0,null,
uxheP7MxKygva17z,vTTA1TkKXZq8dUzj,09:03.9,null,
q8GMdjASwTGldGGs,vTTA1TkKXZq8dUzj,42:44.0,null,
D3aVhvPzTTVjb5Xm,null,45:03.3,null,
ca3INwUzdY6QNrxi,YklLEQaDNG3neBbR,14:49.4,null,
Y3xQiklCmvkyswPu,wcB0yS6SX8xj8kyP,12:10.7,24:33.0,12.3720702
5R2EMVTFPPiXjkh8,JlbtJwe81pyz03yb,44:21.7,null,
bKRiBpqUptYqZzfc,zz4ssd1NzN77IJ27,52:37.9,null,
hYUzdWR2LHsrIsGi,zz4ssd1NzN77IJ27,57:09.1,null,
I0uIllSkwopjqVSv,zz4ssd1NzN77IJ27,21:18.9,null,
7BQGDS7aGMDK7xJv,S5q4CyDtlkUvl9sB,12:27.4,null,
DBD8Dcy96dhiqRxk,S5q4CyDtlkUvl9sB,08:19.2,24:22.4,16.05299519
hJjfcj1WiFyz3zal,null,43:10.3,null,
5sAwCcrSzVMUZ6Pw,BnTJQZk8CYzd76DG,15:40.3,null,
3C97P0onmxZHLjAl,sojS8EEwFECSDNAH,34:29.3,null,
hyEw5gywscPfSTLW,0auhvsL6BeVQDGRw,35:49.2,null,
6PTTxI9H4nbVRSF0,yxRNJ9bMOYPy92XG,43:50.7,null,
x3m7FZfpdBtabAb5,m9O9zGelJTCkSIeH,35:19.2,null,
XuUHs22Klh3DJsli,m9O9zGelJTCkSIeH,07:41.4,null,
mqw3kr9Iq6BvT6CF,m9O9zGelJTCkSIeH,58:00.7,null,
wGyBex1KsLVDNWXN,null,33:53.1,null,
bhbdMR0fr7IeXnFc,K7ACN6zoWLvmqQ9W,35:33.2,null,
yNdlLiiLjbMMexKR,1oF4bUJG1Yw9LGxt,06:19.9,null,
WQY7Wy2rgTocHBQC,CTw5fwu39Xoj5AxZ,12:14.7,26:40.0,14.42137683
cu4cbUgHnpV0xRFg,null,07:48.5,null,
zB6mDzneWnPr27pI,CTw5fwu39Xoj5AxZ,41:57.4,58:00.0,16.04329029
Fb5L9CQYcETqVpoG,aEBS42T6n1TNGSso,02:20.8,null,
Ex5EKi9P9eHGmAyd,WMv8RwuGTlD7sy9w,46:24.2,59:04.5,12.67054774
qs0v3gdnyXkB3hCw,0qmtMT4oRVji11Ao,40:25.3,07:43.6,27.30542098
lLcRar0dOGdk4Jc5,XKropVRafAejJctK,13:23.9,null,
4Uwvqn8U5mQ6oCo7,null,44:01.7,06:54.4,22.87838615
qruYBobEExyPk6wQ,ABBJKlcfNpCQAzRk,48:02.7,null,
xbuUNM5SGTaSGouR,o5p4WOgrJeFQ3Osl,10:05.1,null,
i8nwkqsy0EVDIsO2,fN3e75YRK70Fboc2,36:13.4,null,
GImBt8UxhrX5Rec7,wl9pUKcpd8awn69c,02:42.8,null,
jw9wXpMMkwFcfGkm,R3LQNmJ5XhHqEeSS,49:09.2,null,
ui82B8DSj2vFO1EU,YqTZuZgYhquOGrhq,39:04.8,null,
KE0IIPJ8sC9bonD2,YqTZuZgYhquOGrhq,07:46.7,16:26.3,8.659929579
RzUGkUcHvQWs5c7h,null,39:44.9,null,
sk1HxJiLl2OqC6rY,RcRgASlFXYaRCNkz,46:50.0,null,
cawjEq9F89CXlAVK,RcRgASlFXYaRCNkz,55:10.2,null,
ZZKUN5q3ZpNMxKOm,jgujduJS4Rz9pr9y,02:00.1,null,
g12ATPzW8mu2YCbd,7xB1RgA2To67YcV0,36:22.1,null,
eEZqNVuPNC5hCSbJ,null,16:09.2,null,
b8Ky16HzcnHMlgwo,7xB1RgA2To67YcV0,45:18.3,null,
WqEv2E7YOS7vJb3h,null,43:31.0,null,
prJpPxFmMaVTNr7m,FIjJm8J0yGSpOhN3,04:56.0,null,
